Index,Name,FromYear,ToYear,Area,Type,References,MemberOf,FullPath,Region,Subregion,ColorR,ColorG,ColorB,Generated,SourceRun,OverlapNote,geometry
511,Ionia,-516.5,-499.2,10728.5,POLITY,,(Lydia),Persian Empire - Lydia - Lydia - Ionia,Southwest Asia,Anatolia-Caucasus,196,244,13,2026-08-21,Persian Empire,,"MULTIPOLYGON (((25.26997 37.41047, 25.27428 37.41022, 25.280…"
512,Akrite,-522.5,-499.2,6.5,POLITY,,(Ionia),Persian Empire - Lydia - Lydia - Ionia - Akrite,Southwest Asia,Anatolia-Caucasus,196,244,6,2026-08-21,Persian Empire,,"POLYGON ((26.75039 37.36839, 26.75714 37.3747, 26.76489 37.3…"
513,Andros,-522.5,-499.2,385.2,POLITY,,(Ionia),Persian Empire - Lydia - Lydia - Ionia - Andros,Europe,Southern Europe,196,244,14,2026-08-21,Persian Empire,,"POLYGON ((24.994 37.77175, 24.99206 37.77439, 24.98836 37.77…"
514,Chios,-544.5,-499.2,849.1,POLITY,,(Ionia),Persian Empire - Lydia - Lydia - Ionia - Chios,Southwest Asia,Anatolia-Caucasus,196,243,15,2026-08-21,Persian Empire,,"POLYGON ((25.99061 38.3955, 25.98883 38.39275, 25.98536 38.3…"
515,Delos,-522.5,-499.2,3.8,POLITY,,(Ionia),Persian Empire - Lydia - Lydia - Ionia - Delos,Europe,Southern Europe,196,244,15,2026-08-21,Persian Empire,,"POLYGON ((25.25889 37.37061, 25.26347 37.37131, 25.27556 37.…"
516,Drymousa,-544.5,-499.2,25.7,POLITY,,(Ionia),Persian Empire - Lydia - Lydia - Ionia - Drymousa,Southwest Asia,Anatolia-Caucasus,196,244,0,2026-08-21,Persian Empire,,"POLYGON ((26.73703 38.46067, 26.74142 38.4613, 26.74867 38.4…"
517,Hyetousa,-522.5,-499.2,1.4,POLITY,,(Ionia),Persian Empire - Lydia - Lydia - Ionia - Hyetousa,Southwest Asia,Anatolia-Caucasus,196,244,7,2026-08-21,Persian Empire,,"POLYGON ((26.71228 37.3575, 26.71878 37.36589, 26.71711 37.3…"
518,Ikaros,-522.5,-499.2,263.7,POLITY,,(Ionia),Persian Empire - Lydia - Lydia - Ionia - Ikaros,Southwest Asia,Anatolia-Caucasus,196,244,5,2026-08-21,Persian Empire,,"POLYGON ((26.35517 37.69214, 26.35931 37.69428, 26.36617 37.…"
519,Lepsia,-522.5,-499.2,16.1,POLITY,,(Ionia),Persian Empire - Lydia - Lydia - Ionia - Lepsia,Southwest Asia,Anatolia-Caucasus,196,244,9,2026-08-21,Persian Empire,,"POLYGON ((26.78814 37.27836, 26.79072 37.27903, 26.79083 37.…"
520,Mykonos,-522.5,-499.2,85.8,POLITY,,(Ionia),Persian Empire - Lydia - Lydia - Ionia - Mykonos,Southwest Asia,Anatolia-Caucasus,196,244,12,2026-08-21,Persian Empire,,"POLYGON ((25.38353 37.49006, 25.38292 37.48867, 25.38689 37.…"
521,Oinousa,-544.5,-499.2,15.5,POLITY,,(Ionia),Persian Empire - Lydia - Lydia - Ionia - Oinousa,Southwest Asia,Anatolia-Caucasus,196,244,2,2026-08-21,Persian Empire,,"POLYGON ((26.246 38.5047, 26.25478 38.50689, 26.26047 38.515…"
522,Patmos,-522.5,-499.2,36.9,POLITY,,(Ionia),Persian Empire - Lydia - Lydia - Ionia - Patmos,Southwest Asia,Anatolia-Caucasus,196,244,8,2026-08-21,Persian Empire,,"POLYGON ((26.56039 37.26936, 26.56992 37.272, 26.57561 37.27…"
523,Pele,-544.5,-499.2,1.9,POLITY,,(Ionia),Persian Empire - Lydia - Lydia - Ionia - Pele,Southwest Asia,Anatolia-Caucasus,196,244,1,2026-08-21,Persian Empire,,"POLYGON ((26.76759 38.43617, 26.77031 38.44047, 26.77528 38.…"
524,Pharmakousa,-522.5,-499.2,4.8,POLITY,,(Ionia),Persian Empire - Lydia - Lydia - Ionia - Pharmakousa,Southwest Asia,Anatolia-Caucasus,196,244,10,2026-08-21,Persian Empire,,"POLYGON ((27.09122 37.27367, 27.09528 37.27589, 27.10017 37.…"
525,Psyra,-544.5,-499.2,40.2,POLITY,,(Ionia),Persian Empire - Lydia - Lydia - Ionia - Psyra,Southwest Asia,Anatolia-Caucasus,196,244,3,2026-08-21,Persian Empire,,"POLYGON ((25.56297 38.53447, 25.56472 38.53583, 25.56595 38.…"
526,Rheneia,-522.5,-499.2,15.9,POLITY,,(Ionia),Persian Empire - Lydia - Lydia - Ionia - Rheneia,Europe,Southern Europe,196,245,0,2026-08-21,Persian Empire,,"POLYGON ((25.21903 37.37189, 25.22589 37.37233, 25.23078 37.…"
527,Samos,-516.5,-499.2,486.1,POLITY,,(Ionia),Persian Empire - Lydia - Lydia - Ionia - Samos,Southwest Asia,Anatolia-Caucasus,196,243,11,2026-08-21,Persian Empire,,"POLYGON ((26.7507 37.69986, 26.73158 37.70842, 26.72014 37.7…"
528,Tenos,-522.5,-499.2,197.9,POLITY,,(Ionia),Persian Empire - Lydia - Lydia - Ionia - Tenos,Europe,Southern Europe,196,244,13,2026-08-21,Persian Empire,,"POLYGON ((25.0027 37.67008, 25.01308 37.68014, 25.01681 37.6…"
529,Tragia,-522.5,-499.2,13.7,POLITY,,(Ionia),Persian Empire - Lydia - Lydia - Ionia - Tragia,Southwest Asia,Anatolia-Caucasus,196,244,11,2026-08-21,Persian Empire,,"POLYGON ((26.94895 37.45442, 26.94203 37.46731, 26.93009 37.…"
530,Karia,-514.5,-499.3,35424.9,POLITY,,(Lydia),Persian Empire - Lydia - Lydia - Karia,Southwest Asia,Anatolia-Caucasus,196,241,12,2026-08-21,Persian Empire,,"MULTIPOLYGON (((27.2965 36.48395, 27.29817 36.48208, 27.2961…"
531,Chalke,-514.5,-499.2,28.7,POLITY,,(Karia),Persian Empire - Lydia - Lydia - Karia - Chalke,Southwest Asia,Anatolia-Caucasus,196,250,6,2026-08-21,Persian Empire,,"POLYGON ((27.52064 36.20886, 27.52067 36.20875, 27.52403 36.…"
532,Cos,-514.5,-499.2,295.3,POLITY,,(Karia),Persian Empire - Lydia - Lydia - Karia - Cos,Southwest Asia,Anatolia-Caucasus,196,250,0,2026-08-21,Persian Empire,,"POLYGON ((27.35589 36.87206, 27.34725 36.88939, 27.34306 36.…"
533,Eulimna,-514.5,-499.2,6.8,POLITY,,(Karia),Persian Empire - Lydia - Lydia - Karia - Eulimna,Southwest Asia,Anatolia-Caucasus,196,250,5,2026-08-21,Persian Empire,,"POLYGON ((27.70322 36.24586, 27.70525 36.24697, 27.70897 36.…"
534,Istros,-514.5,-499.2,5.2,POLITY,,(Karia),Persian Empire - Lydia - Lydia - Karia - Istros,Southwest Asia,Anatolia-Caucasus,196,250,1,2026-08-21,Persian Empire,,"POLYGON ((27.1285 36.67675, 27.11914 36.66586, 27.10717 36.6…"
535,Kalymna,-514.5,-499.2,109.6,POLITY,,(Karia),Persian Empire - Lydia - Lydia - Karia - Kalymna,Southwest Asia,Anatolia-Caucasus,196,249,13,2026-08-21,Persian Empire,,"POLYGON ((26.96153 36.92717, 26.96411 36.92758, 26.96881 36.…"
536,Leros,-514.5,-499.2,53.6,POLITY,,(Karia),Persian Empire - Lydia - Lydia - Karia - Leros,Southwest Asia,Anatolia-Caucasus,196,249,12,2026-08-21,Persian Empire,,"POLYGON ((26.89536 37.09892, 26.89386 37.11867, 26.88392 37.…"
537,Miletus,-543.5,-499.3,277.2,POLITY,,(Karia),Persian Empire - Lydia - Lydia - Karia - Miletus,Southwest Asia,Anatolia-Caucasus,196,243,2,2026-08-21,Persian Empire,,"MULTIPOLYGON (((27.2177 37.4888, 27.2219 37.4904, 27.226 37.…"
538,Nisyros,-514.5,-499.2,42.9,POLITY,,(Karia),Persian Empire - Lydia - Lydia - Karia - Nisyros,Southwest Asia,Anatolia-Caucasus,196,250,2,2026-08-21,Persian Empire,,"POLYGON ((27.19056 36.55831, 27.19342 36.55892, 27.2022 36.5…"
539,Pserimos,-514.5,-499.2,14.9,POLITY,,(Karia),Persian Empire - Lydia - Lydia - Karia - Pserimos,Southwest Asia,Anatolia-Caucasus,196,249,15,2026-08-21,Persian Empire,,"POLYGON ((27.1742 36.92056, 27.17678 36.92097, 27.17325 36.9…"
540,Rhodos,-514.5,-499.2,1416.3,POLITY,,(Karia),Persian Empire - Lydia - Lydia - Karia - Rhodos,Southwest Asia,Anatolia-Caucasus,196,250,7,2026-08-21,Persian Empire,,"POLYGON ((27.75581 35.88136, 27.76003 35.88106, 27.76883 35.…"
541,Syme,-514.5,-499.2,58.5,POLITY,,(Karia),Persian Empire - Lydia - Lydia - Karia - Syme,Southwest Asia,Anatolia-Caucasus,196,250,4,2026-08-21,Persian Empire,,"POLYGON ((27.83486 36.53628, 27.83581 36.53472, 27.84297 36.…"
542,Telendos,-514.5,-499.2,4.4,POLITY,,(Karia),Persian Empire - Lydia - Lydia - Karia - Telendos,Southwest Asia,Anatolia-Caucasus,196,249,14,2026-08-21,Persian Empire,,"POLYGON ((26.92009 36.99164, 26.92211 36.99253, 26.92734 37.…"
543,Telos,-514.5,-499.2,66.5,POLITY,,(Karia),Persian Empire - Lydia - Lydia - Karia - Telos,Southwest Asia,Anatolia-Caucasus,196,250,3,2026-08-21,Persian Empire,,"POLYGON ((27.36481 36.39114, 27.36886 36.39278, 27.37306 36.…"
544,Lydia,-547.1,-420.5,26799.7,POLITY,,(Lydia),Persian Empire - Lydia - Lydia - Lydia,Southwest Asia,Anatolia-Caucasus,196,241,3,2026-08-21,Persian Empire,,"POLYGON ((28.69686 37.93978, 28.70406 37.94459, 28.71942 37.…"
545,Thrace,-508.5,-498.5,133376.8,POLITY,,(Lydia),Persian Empire - Lydia - Lydia - Thrace,Europe,Southeastern Europe,196,246,0,2026-08-21,Persian Empire,,"MULTIPOLYGON (((24.97586 39.49133, 24.97286 39.49758, 24.975…"
546,Halonnesos,-512.5,-495.5,39.4,POLITY,,(Thrace),Persian Empire - Lydia - Lydia - Thrace - Halonnesos,Europe,Southern Europe,196,250,11,2026-08-21,Persian Empire,,"POLYGON ((24.99939 39.48134, 24.99583 39.46875, 24.98817 39.…"
547,Imbros,-512.5,-495.5,286.8,POLITY,,(Thrace),Persian Empire - Lydia - Lydia - Thrace - Imbros,Southwest Asia,Anatolia-Caucasus,196,250,9,2026-08-21,Persian Empire,,"POLYGON ((25.74358 40.09659, 25.75597 40.102, 25.76783 40.10…"
548,Lemnos,-512.5,-495.5,496.2,POLITY,,(Thrace),Persian Empire - Lydia - Lydia - Thrace - Lemnos,Europe,Southern Europe,196,250,10,2026-08-21,Persian Empire,,"POLYGON ((25.25933 39.99036, 25.2715 39.99147, 25.27386 39.9…"
549,Macedon,-510.5,-498.5,7845.9,POLITY,,(Thrace),Persian Empire - Lydia - Lydia - Thrace - Macedon,Europe,Southern Europe,196,246,2,2026-08-21,Persian Empire,,"POLYGON ((22.62189 40, 22.6034 40.0035, 22.5641 40.0097, 22.…"
550,Samothrace,-508.5,-495.5,182.8,POLITY,,(Thrace),Persian Empire - Lydia - Lydia - Thrace - Samothrace,Europe,Southern Europe,196,250,12,2026-08-21,Persian Empire,,"POLYGON ((25.61364 40.51278, 25.60447 40.51364, 25.57253 40.…"
551,Thracian Chersonese,-512.5,-498.4,968.2,POLITY,,(Thrace),Persian Empire - Lydia - Lydia - Thrace - Thracian Chersonese,Southwest Asia,Anatolia-Caucasus,196,246,1,2026-08-21,Persian Empire,,"POLYGON ((26.90108 40.54556, 26.8775 40.52678, 26.87539 40.5…"
552,Media,-514.5,-363.5,1372224.7,POLITY,,(Persian Empire),Persian Empire - Media,Southwest Asia,Iran,196,240,6,2026-08-21,Persian Empire,,"POLYGON ((49.8949 33.1011, 49.8621 33.1195, 49.8621 33.1565,…"
553,Armenia,-514.5,-363.5,321895.2,POLITY,,(Media),Persian Empire - Media - Armenia,Southwest Asia,Anatolia-Caucasus,196,240,9,2026-08-21,Persian Empire,,"POLYGON ((39.93836 37.82311, 39.93147 37.82028, 39.90181 37.…"
554,Colchis,-514.5,-363.5,37365.5,POLITY,,(Armenia),Persian Empire - Media - Armenia - Colchis,Southwest Asia,Anatolia-Caucasus,196,245,14,2026-08-21,Persian Empire,,"POLYGON ((42.0517 43.2994, 42.1914 43.282, 42.3155 43.282, 4…"
555,East Armenia,-514.5,-363.5,165165.5,POLITY,,(Armenia),Persian Empire - Media - Armenia - East Armenia,Southwest Asia,Anatolia-Caucasus,196,240,9,2026-08-21,Persian Empire,,"POLYGON ((39.99645 37.87214, 39.94381 37.82772, 39.93836 37.…"
556,West Armenia,-514.5,-363.5,119364.2,POLITY,,(Armenia),Persian Empire - Media - Armenia - West Armenia,Southwest Asia,Anatolia-Caucasus,196,240,10,2026-08-21,Persian Empire,,"POLYGON ((43.5258 39.95, 43.5225 39.8983, 43.5058 39.8417, 4…"
557,Khorasmia,-534.5,-329.5,200424.6,POLITY,,(Media),Persian Empire - Media - Khorasmia,Central and Northern Eurasia,Turkestan,196,242,13,2026-08-21,Persian Empire,,"POLYGON ((62.44747 39.99181, 62.45681 39.98503, 62.4772 39.9…"
558,Media,-514.5,-330.5,388410.5,POLITY,,(Media),Persian Empire - Media - Media,Southwest Asia,Iran,196,240,6,2026-08-21,Persian Empire,,"POLYGON ((51.4374 33.6351, 51.504 33.6017, 51.5665 33.5476, …"
559,Lesser Media,-514.5,-330.5,137367.0,POLITY,,(Media),Persian Empire - Media - Media - Lesser Media,Southwest Asia,Iran,196,240,7,2026-08-21,Persian Empire,,"POLYGON ((50.03775 37.4072, 50.07834 37.40336, 50.10158 37.3…"
560,Media,-521.5,-330.5,206123.9,POLITY,,(Media),Persian Empire - Media - Media - Media,Southwest Asia,Iran,196,240,6,2026-08-21,Persian Empire,,"POLYGON ((49.9168 33.0272, 49.9168 33.0687, 49.8949 33.1011,…"
561,Paraitakene,-521.4,-330.5,44919.6,POLITY,,(Media),Persian Empire - Media - Media - Paraitakene,Southwest Asia,Iran,196,240,5,2026-08-21,Persian Empire,,"POLYGON ((51.3165 33.6976, 51.2833 33.7, 51.2083 33.675, 51.…"
562,Parthia,-521.3,-330.4,461494.3,POLITY,,(Media),Persian Empire - Media - Parthia,Southwest Asia,Iran,196,240,3,2026-08-21,Persian Empire,,"POLYGON ((60.175 32.7325, 60.2292 32.7325, 60.2417 32.6742, …"
563,Hyrkania,-521.3,-330.4,162536.6,POLITY,,(Parthia),Persian Empire - Media - Parthia - Hyrkania,Southwest Asia,Iran,196,240,4,2026-08-21,Persian Empire,,"POLYGON ((60.0458 37.4542, 60.1125 37.4375, 60.2083 37.4208,…"
564,Parthia,-521.3,-330.4,298957.7,POLITY,,(Parthia),Persian Empire - Media - Parthia - Parthia,Southwest Asia,Iran,196,240,3,2026-08-21,Persian Empire,,"POLYGON ((60.1083 32.7075, 60.175 32.7325, 60.2292 32.7325, …"
565,Persis,-520.5,-330.8,542042.3,POLITY,,(Persian Empire),Persian Empire - Persis,Southwest Asia,Iran,196,242,9,2026-08-21,Persian Empire,,"MULTIPOLYGON (((50.76192 29.07039, 50.75925 29.07539, 50.774…"
566,Persis,-521.4,-330.6,483610.9,POLITY,,(Persis),Persian Empire - Persis - Persis,Southwest Asia,Iran,196,240,1,2026-08-21,Persian Empire,,"MULTIPOLYGON (((50.88639 28.99181, 50.88739 28.98995, 50.884…"
567,Karmania,-521.4,-329.5,280965.6,POLITY,,(Persis),Persian Empire - Persis - Persis - Karmania,Southwest Asia,Iran,196,240,2,2026-08-21,Persian Empire,,"POLYGON ((54.96167 26.61858, 54.93695 26.59581, 54.91411 26.…"
568,Persis,-521.4,-330.6,202645.3,POLITY,,(Persis),Persian Empire - Persis - Persis - Persis,Southwest Asia,Iran,196,240,1,2026-08-21,Persian Empire,,"MULTIPOLYGON (((50.76192 29.07039, 50.75925 29.07539, 50.774…"
569,Sousiane,-520.5,-330.8,58431.4,POLITY,,(Persis),Persian Empire - Persis - Sousiane,Southwest Asia,Iran,196,242,9,2026-08-21,Persian Empire,,"POLYGON ((48.8708 29.9918, 48.8296 29.9751, 48.7909 29.9605,…"
570,Sousiane,-520.5,-330.8,58431.4,POLITY,,(Sousiane),Persian Empire - Persis - Sousiane - Sousiane,Southwest Asia,Iran,196,242,9,2026-08-21,Persian Empire,,"POLYGON ((48.8708 29.9918, 48.8296 29.9751, 48.7909 29.9605,…"
571,Persis- Sousiane,-521.4,-330.8,65159.3,POLITY,,(Persian Empire),Persian Empire - Persis- Sousiane,Southwest Asia,Iran,196,242,10,2026-08-21,Persian Empire,,"POLYGON ((50.0208 32.5792, 50.0583 32.5125, 50.1042 32.4083,…"
572,Elymais,-521.4,-330.8,65159.3,POLITY,,(Persis- Sousiane),Persian Empire - Persis- Sousiane - Elymais,Southwest Asia,Iran,196,242,10,2026-08-21,Persian Empire,,"POLYGON ((50.0208 32.5792, 50.0583 32.5125, 50.1042 32.4083,…"
573,Sattagydia,-516.5,-338.5,69281.8,POLITY,,(Persian Empire),Persian Empire - Sattagydia,South Asia,Pakistan,196,245,8,2026-08-21,Persian Empire,,"POLYGON ((71.03858 29.54125, 71.03059 29.53342, 71.02331 29.…"
574,Taxila,-516.5,-338.5,69281.8,POLITY,,(Sattagydia),Persian Empire - Sattagydia - Taxila,South Asia,Pakistan,196,245,8,2026-08-21,Persian Empire,,"POLYGON ((71.03858 29.54125, 71.03059 29.53342, 71.02331 29.…"
575,Peucetians,-800.1,-317.2,0.0,TRIBAL_AREA,,,Peucetians,Europe,Southern Europe,232,144,96,2026-08-21,Peucetians,Contained in border: Iapygii,POINT (16.3276 41.153)
576,Phlius,-655.5,-480.9,212.0,POLITY,,,Phlius,Europe,Southern Europe,192,160,224,2026-08-21,Phlius,,"POLYGON ((22.7008 37.84, 22.7117 37.8217, 22.7092 37.7875, 2…"
577,Phocis,-500.5,-458.3,155.4,POLITY,,,Phocis,Europe,Southern Europe,224,176,224,2026-08-21,Phocis,,"POLYGON ((-4.177195 36.7167, -4.156445 36.72147, -4.132472 3…"
578,Mainake,-600.0,-1.0,155.4,POLITY,,(Phocis),Phocis - Mainake,Europe,Southern Europe,224,176,235,2026-08-21,Phocis,,"POLYGON ((-4.177195 36.7167, -4.156445 36.72147, -4.132472 3…"
579,Pi,-770.1,-415.5,1090.6,POLITY,,,Pi,East Asia,North China,192,208,64,2026-08-21,Pi,,"POLYGON ((118.0209 34.5061, 118.0417 34.4748, 118.0783 34.47…"
580,Piceni,-500.1,-438.5,6128.0,POLITY,,,Piceni,Europe,Southern Europe,244,240,249,2026-08-21,Piceni,Overlaps dot-tribe(s): Picentes,"POLYGON ((12.56881 44.08383, 12.5683 44.07, 12.5667 44.055, …"
581,Picentes,-515.5,-438.5,0.0,TRIBAL_AREA,,,Picentes,Europe,Southern Europe,224,176,160,2026-08-21,Picentes,Contained in border: Piceni,"MULTIPOINT ((13.519 43.1331), (12.9758 43.6564))"
582,Plains Peoples,-2400.1,-1.0,3187664.7,TRIBAL_AREA,,,Plains Peoples,North America,East Coast,224,160,80,2026-08-21,Plains Peoples,,"MULTIPOINT ((-96.74 28.84), (-100.7 31.8), (-101.7 33.3), (-…"
583,Plateau Peoples,-2400.1,-1.0,581352.3,TRIBAL_AREA,,,Plateau Peoples,North America,East Coast,176,176,112,2026-08-21,Plateau Peoples,,"MULTIPOINT ((-121.7 42.3), (-120.7 43.8), (-118.7 43.8), (-1…"
584,Poverty Point Culture,-2200.1,-1.0,77872.4,TRIBAL_AREA,,,Poverty Point Culture,North America,East Coast,192,224,96,2026-08-21,Poverty Point Culture,,"MULTIPOINT ((-91.7 30.3), (-92.7 31.8), (-90.7 31.8), (-91.7…"
585,Proto-Burmese,-2400.1,-1.0,327353.1,TRIBAL_AREA,,,Proto-Burmese,South Asia,North India,176,48,112,2026-08-21,Proto-Burmese,,"MULTIPOINT ((93.3 25.3), (94.8 25.3), (94.05 26.3), (93.3 27…"
586,Proto-Ethiopians,-1100.1,-1.0,655381.0,TRIBAL_AREA,,,Proto-Ethiopians,Africa,Northeast Africa,232,144,224,2026-08-21,Proto-Ethiopians,,"MULTIPOINT ((34.3 9.3), (34.3 7.3), (35.8 5.3), (37.3 5.3), …"
587,Proto-Mongol Peoples,-2400.1,-1.0,1264964.3,TRIBAL_AREA,,,Proto-Mongol Peoples,Central and Northern Eurasia,Siberia,144,48,208,2026-08-21,Proto-Mongol Peoples,,"MULTIPOINT ((96.3 46.3), (98.3 46.3), (100.3 46.3), (97.3 47…"
588,Proto-Tibetans,-500.5,-450.5,1482480.2,TRIBAL_AREA,,,Proto-Tibetans,East Asia,North China,240,32,96,2026-08-21,Proto-Tibetans,,"MULTIPOINT ((82.3 28.3), (81.3 29.8), (83.3 29.8), (89.3 26.…"
589,Proto-Turkic Peoples,-1400.1,-1.0,866912.8,TRIBAL_AREA,,,Proto-Turkic Peoples,East Asia,North China,128,144,32,2026-08-21,Proto-Turkic Peoples,,"MULTIPOINT ((77.3 38.8), (79.3 38.8), (80.3 37.3), (82.3 37.…"
590,Pulinda,-610.1,-319.5,27458.5,POLITY,,,Pulinda,South Asia,North India,244,244,241,2026-08-21,Pulinda,,"POLYGON ((80.027 22.8245, 80.0667 22.7583, 80.1196 22.7627, …"
591,Pundra,-610.1,-311.5,15270.8,POLITY,,,Pundra,South Asia,Eastern South Asia,244,243,255,2026-08-21,Pundra,,"POLYGON ((89.3476 24.9618, 89.4314 24.8779, 89.449 24.7588, …"
592,Qedarites,-526.5,-1.0,31748.3,TRIBAL_AREA,,,Qedarites,Southwest Asia,Arabia,132,224,176,2026-08-21,Qedarites,Contained in border: North Arabian Semites,"MULTIPOINT ((38.3 31.8), (41.3 30.3), (43.3 30.3), (40.3 31.…"
593,Qi,-500.5,-492.5,104370.0,POLITY,,,Qi,East Asia,North China,96,208,160,2026-08-21,Qi,,"POLYGON ((119.9787 35.73197, 119.9743 35.74378, 119.9695 35.…"
594,Qi(2),-706.5,-445.5,3072.8,POLITY,,,Qi(2),East Asia,North China,240,128,32,2026-08-21,Qi(2),,"POLYGON ((119.56 36.8287, 119.5965 36.8235, 119.633 36.8026,…"
595,Qiang,-771.1,-1.0,93558.6,POLITY,,,Qiang,East Asia,North China,244,243,244,2026-08-21,Qiang,,"POLYGON ((100.0658 38.3192, 100.1658 38.3492, 100.3358 38.38…"
596,Qin,-525.5,-462.5,82563.5,POLITY,,,Qin,East Asia,North China,244,0,0,2026-08-21,Qin,,"POLYGON ((104.8244 33.4172, 104.8037 33.4896, 104.8037 33.54…"
597,Qiuyou,-770.1,-458.5,5420.5,POLITY,,,Qiuyou,East Asia,North China,244,241,247,2026-08-21,Qiuyou,,"POLYGON ((113.6094 38.2428, 113.5468 38.2688, 113.4216 38.30…"
598,Quanrong,-550.5,-361.5,473571.8,TRIBAL_AREA,,,Quanrong,East Asia,North China,212,208,48,2026-08-21,Quanrong,,"MULTIPOINT ((96.3 34.3), (98.3 34.3), (100.55 31.3), (102.05…"
599,Ren,-770.1,-335.5,296.0,POLITY,,,Ren,East Asia,North China,192,176,144,2026-08-21,Ren,,"POLYGON ((116.8887 35.2678, 116.873 35.2574, 116.8313 35.257…"
600,Rhegion,-621.5,-489.7,154.4,POLITY,,,Rhegion,Europe,Southern Europe,212,160,32,2026-08-21,Rhegion,,"POLYGON ((15.6533 38.0109, 15.6657 38.0125, 15.6779 38.0156,…"
601,Roman Republic,-500.5,-499.5,1046.5,POLITY,,,Roman Republic,Europe,Southern Europe,240,240,160,2026-08-21,Roman Republic,,"POLYGON ((12.22028 41.746, 12.21695 41.74811, 12.22381 41.75…"
602,Crustumerium,-500.5,-482.5,50.5,POLITY,,(Roman Republic),Roman Republic - Crustumerium,Europe,Southern Europe,240,240,168,2026-08-21,Roman Republic,,"POLYGON ((12.5767 41.9917, 12.5792 41.9992, 12.5833 42.0042,…"
603,Ficulea,-504.4,-338.5,40.4,POLITY,,(Roman Republic),Roman Republic - Ficulea,Europe,Southern Europe,240,240,167,2026-08-21,Roman Republic,,"POLYGON ((12.5767 41.9917, 12.5883 41.9867, 12.605 41.9808, …"
604,Fidenae,-504.4,-482.5,31.2,POLITY,,(Roman Republic),Roman Republic - Fidenae,Europe,Southern Europe,240,240,166,2026-08-21,Roman Republic,,"POLYGON ((12.49722 41.94673, 12.49925 41.94584, 12.50206 41.…"
605,Saba,-1100.1,-1.0,166802.4,POLITY,,,Saba,Southwest Asia,Arabia,224,224,48,2026-08-21,Saba,,"POLYGON ((44.99283 12.76861, 44.97784 12.7782, 44.97545 12.7…"
606,Saharan Peoples,-515.5,-440.5,6755147.4,TRIBAL_AREA,,,Saharan Peoples,Africa,Maghreb,128,112,48,2026-08-21,Saharan Peoples,Contained in border: Garamantes,"MULTIPOINT ((3.25 15.25), (2.25 16.75), (4.25 16.75), (1.25 …"
607,Sakas,-520.5,-1.0,1560311.0,TRIBAL_AREA,,,Sakas,Central and Northern Eurasia,Turkestan,48,176,144,2026-08-21,Sakas,,"MULTIPOINT ((76.3 43.3), (73.3 44.8), (75.3 44.8), (77.3 44.…"
608,Sakya,-610.1,-480.5,2587.0,POLITY,,,Sakya,South Asia,North India,240,176,208,2026-08-21,Sakya,,"POLYGON ((83.2673 27.8345, 83.3067 27.8389, 83.3636 27.8258,…"
609,Salwa,-610.1,-322.5,23889.0,POLITY,,,Salwa,South Asia,Pakistan,208,240,224,2026-08-21,Salwa,,"POLYGON ((71.5499 29.2985, 71.5676 29.3162, 71.5896 29.3338,…"
610,Samnites,-800.1,-450.5,0.0,TRIBAL_AREA,,,Samnites,Europe,Southern Europe,144,192,64,2026-08-21,Samnites,Contained in border: Samnium,POINT (14.7138 41.7988)
611,Samnium,-500.1,-438.5,6191.5,POLITY,,,Samnium,Europe,Southern Europe,244,240,251,2026-08-21,Samnium,Overlaps dot-tribe(s): Samnites,"POLYGON ((14.47289 42.29578, 14.4658 42.2817, 14.4375 42.248…"
612,Saurashtra,-610.1,-317.5,55687.6,POLITY,,,Saurashtra,South Asia,North India,240,160,112,2026-08-21,Saurashtra,,"POLYGON ((69.98728 21.21608, 69.94131 21.26828, 69.92678 21.…"
613,Sauromatians,-550.1,-330.5,0.0,TRIBAL_AREA,,,Sauromatians,Central and Northern Eurasia,Siberia,224,80,160,2026-08-21,Sauromatians,,POINT (44.6828 42.7379)
614,Savanna Peoples,-2400.1,-1.0,4582463.4,TRIBAL_AREA,,,Savanna Peoples,South America and Caribbean,Amazonia,208,96,32,2026-08-21,Savanna Peoples,,"MULTIPOINT ((-54.7 -31.2), (-52.7 -31.2), (-67.7 -29.7), (-6…"
615,Savaras,-610.1,-430.5,29277.2,POLITY,,,Savaras,South Asia,North India,244,244,244,2026-08-21,Savaras,,"POLYGON ((82.8267 17.39853, 82.6456 17.5422, 82.6103 17.5907…"
616,Scythia,-505.5,-480.1,393737.2,POLITY,,,Scythia,Central and Northern Eurasia,Pontic-Caspian,32,176,224,2026-08-21,Scythia,,"MULTIPOLYGON (((32.85344 46.02589, 32.83786 46.02781, 32.823…"
617,Shanrong,-663.5,-282.5,35082.1,TRIBAL_AREA,,,Shanrong,East Asia,North China,208,208,16,2026-08-21,Shanrong,,"POLYGON ((118.0228 40.4792, 118.1272 40.5105, 118.1324 40.58…"
618,Shu,-500.5,-451.5,136090.2,POLITY,,,Shu,East Asia,North China,168,208,208,2026-08-21,Shu,,"MULTIPOLYGON (((105.0291 28.76964, 105.0133 28.76795, 105.01…"
619,Ju(2),-550.5,-451.5,3754.3,POLITY,,(Shu),Shu - Ju(2),East Asia,North China,168,208,209,2026-08-21,Shu,,"POLYGON ((106.3275 32.8467, 106.33 32.8384, 106.3334 32.8017…"
