Search Term,Date From,Date To,Center Lat,Center Lon,WHE 1,WHE 2,Wiki 1,Wiki 2
mesoamerican peoples,-2400,-1,14.8,-88.0,,,https://en.wikipedia.org/wiki/Mesoamerican_Peoples,
messapians,-800,-268,42.0,16.7,,,https://en.wikipedia.org/wiki/Messapians,
messapii,-500,280,41.0,17.9,,,https://en.wikipedia.org/wiki/Messapii,
messenia,-770,-1,37.5,21.4,,,https://en.wikipedia.org/wiki/Messenia,
mianzhu,-771,-362,32.5,107.5,,,https://en.wikipedia.org/wiki/Mianzhu,
micronesia,1990,,10.0,150.0,https://www.worldhistory.org/Micronesia/,,https://en.wikipedia.org/wiki/Micronesia,
middle assyrian empire,-1346,-1076,35.2,42.0,https://www.worldhistory.org/Middle_Assyrian_Empire/,,https://en.wikipedia.org/wiki/Middle_Assyrian_Empire,
minoans,-2000,-1488,36.0,25.2,,,https://en.wikipedia.org/wiki/Minoans,
mithila,-364,-364,27.5,85.0,,,https://en.wikipedia.org/wiki/Mithila,
mixtecs,-1500,-1,17.5,-97.5,,,https://en.wikipedia.org/wiki/Mixtecs,
moabites,-1280,-587,32.5,37.5,,,https://en.wikipedia.org/wiki/Moabites,
molossis,-431,-350,40.4,21.6,,,https://en.wikipedia.org/wiki/Molossis,
moriya,-610,-468,27.5,82.5,,,https://en.wikipedia.org/wiki/Moriya,
mou,-770,-650,37.5,117.5,https://www.worldhistory.org/Mou/,,https://en.wikipedia.org/wiki/Mou,
mulaka,-610,-302,17.5,75.0,,,https://en.wikipedia.org/wiki/Mulaka,
musasir,-735,-724,37.5,45.0,,,https://en.wikipedia.org/wiki/Musasir,
musicanus,-338,-325,27.5,67.5,,,https://en.wikipedia.org/wiki/Musicanus,
musri,-900,-859,37.5,37.5,https://www.worldhistory.org/Musri/,,https://en.wikipedia.org/wiki/Musri,
mutibas,-610,-600,17.5,80.0,,,https://en.wikipedia.org/wiki/Mutibas,
mutinous troops,,,42.5,15.0,,,https://en.wikipedia.org/wiki/Mutinous_Troops,
mycenaean kingdoms,-1220,-1210,37.5,23.8,,,https://en.wikipedia.org/wiki/Mycenaean_Kingdoms,
mycenaeans,-1506,-1100,37.3,24.9,,,https://en.wikipedia.org/wiki/Mycenaeans,
mysians,-1000,-542,38.9,27.4,,,https://en.wikipedia.org/wiki/Mysians,
nabataean kingdom,-331,-1,29.9,35.3,,,https://en.wikipedia.org/wiki/Nabataean_Kingdom,
nabataeans,-843,-526,28.3,37.5,,,https://en.wikipedia.org/wiki/Nabataeans,
nairi,,,37.5,42.5,,,https://en.wikipedia.org/wiki/Nairi,
namibia,1990,,-22.5,20.0,,,https://en.wikipedia.org/wiki/Namibia,
namri,-852,-738,34.4,47.0,,,https://en.wikipedia.org/wiki/Namri,
nanda empire,-356,-322,24.9,81.0,,,https://en.wikipedia.org/wiki/Nanda_Empire,
nanyan,-770,-640,37.5,112.5,,,https://en.wikipedia.org/wiki/Nanyan,
nauru,1990,,-2.5,167.5,,,https://en.wikipedia.org/wiki/Nauru,
naxos,-466,-404,37.5,17.5,https://www.worldhistory.org/Naxos/,,https://en.wikipedia.org/wiki/Naxos,
neo assyrian empire,-843,-608,34.0,39.6,https://www.worldhistory.org/Neo_Assyrian_Empire/,,https://en.wikipedia.org/wiki/Neo_Assyrian_Empire,
neo assyrian revolt,-828,-762,34.1,44.2,,,https://en.wikipedia.org/wiki/Neo_Assyrian_Revolt,
neo assyrian tributary,-896,-612,33.2,38.4,,,https://en.wikipedia.org/wiki/Neo_Assyrian_Tributary,
neo babylonian empire,-616,-574,33.5,38.5,,,https://en.wikipedia.org/wiki/Neo_Babylonian_Empire,
neo babylonian empire tributary,-606,-554,32.1,36.2,,,https://en.wikipedia.org/wiki/Neo_Babylonian_Empire_Tributary,
neo-assyrian empire,-906,-608,35.9,42.5,https://www.worldhistory.org/Neo-Assyrian_Empire/,,https://en.wikipedia.org/wiki/Neo-Assyrian_Empire,
neo-babylonian empire,-616,-539,33.3,39.9,https://www.worldhistory.org/Neo-Babylonian_Empire/,,https://en.wikipedia.org/wiki/Neo-Babylonian_Empire,
new hittite kingdom,-1439,-1190,38.2,34.2,,,https://en.wikipedia.org/wiki/New_Hittite_Kingdom,
new zealand,1990,,-30.0,8.0,,,https://en.wikipedia.org/wiki/New_Zealand,
ni,-770,-335,34.9,117.5,,,https://en.wikipedia.org/wiki/Ni,
nicaragua,1990,,15.0,-85.0,,,https://en.wikipedia.org/wiki/Nicaragua,
niger,1990,,17.5,10.0,,,https://en.wikipedia.org/wiki/Niger,
nilotic peoples,-1000,-1,9.3,30.7,,,https://en.wikipedia.org/wiki/Nilotic_Peoples,
nok people,-1500,-1,10.7,6.6,,,https://en.wikipedia.org/wiki/Nok_People,
norte chico civilization,-2400,-1800,-8.7,-77.5,,,https://en.wikipedia.org/wiki/Norte_Chico_Civilization,
north arabian semites,-500,-1,29.9,42.5,,,https://en.wikipedia.org/wiki/North_Arabian_Semites,
northern league,-282,-274,42.5,27.9,,,https://en.wikipedia.org/wiki/Northern_League,
northern zone peoples,-1400,-1000,36.8,109.4,,,https://en.wikipedia.org/wiki/Northern_Zone_Peoples,
northwest coast peoples,-2400,-1,55.3,-131.7,,,https://en.wikipedia.org/wiki/Northwest_Coast_Peoples,
nu,-770,-600,29.9,107.5,,,https://en.wikipedia.org/wiki/Nu,
nubians,-2400,-1,19.6,33.6,,,https://en.wikipedia.org/wiki/Nubians,
nuhashshi,-1338,-1336,37.5,37.5,,,https://en.wikipedia.org/wiki/Nuhashshi,
numidians,-1000,-1,34.3,3.5,,,https://en.wikipedia.org/wiki/Numidians,
odra,-610,-344,22.5,85.0,,,https://en.wikipedia.org/wiki/Odra,
odrysia,-360,-1,42.5,26.4,,,https://en.wikipedia.org/wiki/Odrysia,
odrysian kingdom,-476,-342,42.0,25.8,,,https://en.wikipedia.org/wiki/Odrysian_Kingdom,
oetaea,-696,-274,37.5,22.5,,,https://en.wikipedia.org/wiki/Oetaea,
old hittite kingdom,-1760,-1438,38.1,35.8,,,https://en.wikipedia.org/wiki/Old_Hittite_Kingdom,
olmecs,-1250,-1,17.5,-95.0,,,https://en.wikipedia.org/wiki/Olmecs,
opuntian locris,-696,-272,37.5,22.5,,,https://en.wikipedia.org/wiki/Opuntian_Locris,
oreitai,-330,-325,26.9,67.5,,,https://en.wikipedia.org/wiki/Oreitai,
orestis,-540,-476,42.5,21.0,,,https://en.wikipedia.org/wiki/Orestis,
oxycanus,-338,-325,27.5,70.0,,,https://en.wikipedia.org/wiki/Oxycanus,
ozolian locris,-696,-379,37.5,18.8,,,https://en.wikipedia.org/wiki/Ozolian_Locris,
paeligni,-438,-304,42.5,15.0,,,https://en.wikipedia.org/wiki/Paeligni,
paeonia,-352,-260,42.5,21.0,,,https://en.wikipedia.org/wiki/Paeonia,
paeonians,-850,-340,42.5,21.0,,,https://en.wikipedia.org/wiki/Paeonians,
paiones,-500,-356,42.5,21.0,,,https://en.wikipedia.org/wiki/Paiones,
pala,-1536,-1382,42.5,33.0,,,https://en.wikipedia.org/wiki/Pala,
palau,1990,,5.0,132.5,,,https://en.wikipedia.org/wiki/Palau,
paleosiberians,-2400,-1,63.6,112.9,,,https://en.wikipedia.org/wiki/Paleosiberians,
pampas cultures,-2400,-1,-37.9,-64.6,,,https://en.wikipedia.org/wiki/Pampas_Cultures,
pamphylians,-1000,-558,37.5,32.5,,,https://en.wikipedia.org/wiki/Pamphylians,
panama,1990,,7.5,-80.0,,,https://en.wikipedia.org/wiki/Panama,
panchala,-826,-610,27.9,79.2,,,https://en.wikipedia.org/wiki/Panchala,
pandya,-326,-1,10.0,77.5,,,https://en.wikipedia.org/wiki/Pandya,
paphlagonia,-323,-1,40.6,32.8,,,https://en.wikipedia.org/wiki/Paphlagonia,
papua new guinea,1990,,-7.5,150.0,,,https://en.wikipedia.org/wiki/Papua_New_Guinea,
papuans,-1600,-1,-4.9,140.6,,,https://en.wikipedia.org/wiki/Papuans,
paraguay,1990,,-22.5,-57.5,,,https://en.wikipedia.org/wiki/Paraguay,
parauaea,-431,-350,42.5,21.0,,,https://en.wikipedia.org/wiki/Parauaea,
pardabathra,-338,-325,22.9,67.5,,,https://en.wikipedia.org/wiki/Pardabathra,
parsua,-860,-744,34.9,45.0,,,https://en.wikipedia.org/wiki/Parsua,
parthia,,,35.0,57.5,https://www.worldhistory.org/Parthia/,,https://en.wikipedia.org/wiki/Parthia,
pashime,-2348,-1346,28.2,52.1,,,https://en.wikipedia.org/wiki/Pashime,
patagonian peoples,-2400,-1,-49.5,-72.0,,,https://en.wikipedia.org/wiki/Patagonian_Peoples,
patin (unqi),-1190,-605,37.5,37.5,,,https://en.wikipedia.org/wiki/Patin_(unqi),
paurava,-338,-326,32.5,72.5,,,https://en.wikipedia.org/wiki/Paurava,
pelagonia,-540,-476,42.5,21.0,,,https://en.wikipedia.org/wiki/Pelagonia,
pelasgians,-2400,-1506,37.5,23.2,,,https://en.wikipedia.org/wiki/Pelasgians,
peloponnesian league,-426,-366,38.3,24.3,https://www.worldhistory.org/Peloponnesian_League/,,https://en.wikipedia.org/wiki/Peloponnesian_League,
peng,-770,-650,32.5,115.0,,,https://en.wikipedia.org/wiki/Peng,
pengzhi,-771,-698,32.5,110.0,,,https://en.wikipedia.org/wiki/Pengzhi,
pergamon,-274,-1,37.5,27.5,https://www.worldhistory.org/pergamon/,,https://en.wikipedia.org/wiki/Pergamon,
persia,-653,-550,29.2,53.0,https://www.worldhistory.org/Persia/,,https://en.wikipedia.org/wiki/Persia,
persian empire,-550,-1,35.2,36.7,https://www.worldhistory.org/Persian_Empire/,,https://en.wikipedia.org/wiki/Persian_Empire,
persian revolt,,,30.0,57.5,,,https://en.wikipedia.org/wiki/Persian_Revolt,
persian vassal,-492,-410,37.7,23.0,,,https://en.wikipedia.org/wiki/Persian_Vassal,
peucetians,-800,-268,42.5,15.0,,,https://en.wikipedia.org/wiki/Peucetians,
pharsalos,-406,-375,37.5,22.5,,,https://en.wikipedia.org/wiki/Pharsalos,
pherae,-406,-352,37.7,22.4,,,https://en.wikipedia.org/wiki/Pherae,
philistia,-1020,-604,32.5,34.7,,,https://en.wikipedia.org/wiki/Philistia,
philistines,-1180,-1020,32.5,36.6,https://www.worldhistory.org/Philistines/,,https://en.wikipedia.org/wiki/Philistines,
phlius,-656,-338,37.5,22.5,,,https://en.wikipedia.org/wiki/Phlius,
phocis,-696,-1,37.5,22.5,,,https://en.wikipedia.org/wiki/Phocis,
phoenicians,-1146,-602,34.3,22.8,https://www.worldhistory.org/Phoenicians/,,https://en.wikipedia.org/wiki/Phoenicians,
phrygian kingdom,-1120,-654,39.8,31.4,,,https://en.wikipedia.org/wiki/Phrygian_Kingdom,
phrygians,-1224,-586,40.3,31.2,,,https://en.wikipedia.org/wiki/Phrygians,
pi,-770,-416,32.5,117.5,https://www.worldhistory.org/Pi/,,https://en.wikipedia.org/wiki/Pi,
piceni,-500,-438,42.5,15.0,,,https://en.wikipedia.org/wiki/Piceni,
picentes,-800,-438,42.5,15.0,,,https://en.wikipedia.org/wiki/Picentes,
picenum,-438,-269,42.5,15.0,https://www.worldhistory.org/Picenum/,,https://en.wikipedia.org/wiki/Picenum,
ping zhou,-771,-550,32.5,107.5,,,https://en.wikipedia.org/wiki/Ping_Zhou,
pirate mercenaries,,,40.0,29.0,,,https://en.wikipedia.org/wiki/Pirate_Mercenaries,
pirates,,,37.5,25.0,https://www.worldhistory.org/Pirates/,,https://en.wikipedia.org/wiki/Pirates,
pisatis,-684,-572,37.5,22.5,,,https://en.wikipedia.org/wiki/Pisatis,
pisidians,-558,-1,37.5,32.5,,,https://en.wikipedia.org/wiki/Pisidians,
pitassa,-1546,-1438,37.5,32.5,,,https://en.wikipedia.org/wiki/Pitassa,
plains peoples,-2400,-1,44.1,-102.3,,,https://en.wikipedia.org/wiki/Plains_Peoples,
plateau peoples,-2400,-1,47.3,-117.0,,,https://en.wikipedia.org/wiki/Plateau_Peoples,
plebian secession,,,42.5,15.0,,,https://en.wikipedia.org/wiki/Plebian_Secession,
pontians,-612,-514,42.5,39.0,,,https://en.wikipedia.org/wiki/Pontians,
pontus,-281,-1,41.6,35.0,https://www.worldhistory.org/Pontus/,,https://en.wikipedia.org/wiki/Pontus,
poverty point culture,-2200,-1,32.5,-90.4,https://www.worldhistory.org/Poverty_Point_Culture/,,https://en.wikipedia.org/wiki/Poverty_Point_Culture,
praeneste,-360,-341,42.5,15.0,,,https://en.wikipedia.org/wiki/Praeneste,
proto-burmese,-2400,-1,29.0,96.6,,,https://en.wikipedia.org/wiki/Proto-Burmese,
proto-canaanites,-2300,-1850,32.5,35.8,,,https://en.wikipedia.org/wiki/Proto-Canaanites,
proto-ethiopians,-2400,-1,10.4,38.2,,,https://en.wikipedia.org/wiki/Proto-Ethiopians,
proto-greeks,-1950,-1224,39.4,21.9,,,https://en.wikipedia.org/wiki/Proto-Greeks,
proto-mongol peoples,-2400,-1,50.3,107.9,,,https://en.wikipedia.org/wiki/Proto-Mongol_Peoples,
proto-tibetans,-2400,-1,32.4,85.1,,,https://en.wikipedia.org/wiki/Proto-Tibetans,
proto-turkic peoples,-2400,-1,40.9,97.5,,,https://en.wikipedia.org/wiki/Proto-Turkic_Peoples,
ptolemaic ally,-315,-313,37.5,27.2,,,https://en.wikipedia.org/wiki/Ptolemaic_Ally,
ptolemaic kingdom,-290,-1,34.5,29.7,https://www.worldhistory.org/Ptolemaic_Kingdom/,,https://en.wikipedia.org/wiki/Ptolemaic_Kingdom,
pu,-770,-678,37.5,112.5,https://www.worldhistory.org/Pu/,,https://en.wikipedia.org/wiki/Pu,
pugu,-1036,-1026,37.5,117.5,,,https://en.wikipedia.org/wiki/Pugu,
pulinda,-610,-320,22.5,80.0,,,https://en.wikipedia.org/wiki/Pulinda,
pundra,-610,-312,24.9,87.5,,,https://en.wikipedia.org/wiki/Pundra,
punt,-2400,-1100,16.2,41.8,https://www.worldhistory.org/punt/,,https://en.wikipedia.org/wiki/Punt,
qedarite confederation,-870,-550,31.1,41.2,,,https://en.wikipedia.org/wiki/Qedarite_Confederation,
qedarites,-925,-1,32.1,38.8,,,https://en.wikipedia.org/wiki/Qedarites,
qi,-770,-1,36.7,117.0,https://www.worldhistory.org/Qi/,,https://en.wikipedia.org/wiki/Qi,
qi(2),-770,-446,37.5,117.5,https://www.worldhistory.org/Qi(2)/,,https://en.wikipedia.org/wiki/Qi(2),
qi(3),-770,-706,37.5,117.5,https://www.worldhistory.org/Qi(3)/,,https://en.wikipedia.org/wiki/Qi(3),
qiang,-771,-1,37.5,100.0,,,https://en.wikipedia.org/wiki/Qiang,
qin,-771,-1,33.9,110.2,https://www.worldhistory.org/Qin/,,https://en.wikipedia.org/wiki/Qin,
qiuyou,-770,-458,37.5,112.5,,,https://en.wikipedia.org/wiki/Qiuyou,
qu,-770,-678,37.5,112.5,https://www.worldhistory.org/Qu/,,https://en.wikipedia.org/wiki/Qu,
quaman,-770,-612,32.5,110.8,,,https://en.wikipedia.org/wiki/Quaman,
quan,-770,-704,32.5,112.5,https://www.worldhistory.org/Quan/,,https://en.wikipedia.org/wiki/Quan,
quanrong,-1000,-1,35.2,105.5,,,https://en.wikipedia.org/wiki/Quanrong,
que,-1180,-588,37.5,35.2,https://www.worldhistory.org/Que/,,https://en.wikipedia.org/wiki/Que,
quwo,-746,-678,37.1,112.5,,,https://en.wikipedia.org/wiki/Quwo,
rang,-770,-670,29.9,107.5,,,https://en.wikipedia.org/wiki/Rang,
rathikas,-322,-300,20.0,72.5,,,https://en.wikipedia.org/wiki/Rathikas,
rebel aranzik,-1696,-1690,37.5,37.5,,,https://en.wikipedia.org/wiki/Rebel_Aranzik,
rebel irridu,-1718,-1710,37.5,40.0,,,https://en.wikipedia.org/wiki/Rebel_Irridu,
rebel israelites,-1098,-1096,32.5,37.5,,,https://en.wikipedia.org/wiki/Rebel_Israelites,
red di,-770,-594,37.5,112.5,,,https://en.wikipedia.org/wiki/Red_Di,
ren,-770,-336,37.5,117.5,https://www.worldhistory.org/Ren/,,https://en.wikipedia.org/wiki/Ren,
revolt,-519,-1,37.2,33.7,https://www.worldhistory.org/Revolt/,,https://en.wikipedia.org/wiki/Revolt,
revolt of antigonus,,,37.5,30.0,,,https://en.wikipedia.org/wiki/Revolt_Of_Antigonus,
revolt of antipater,,,40.0,24.0,,,https://en.wikipedia.org/wiki/Revolt_Of_Antipater,
revolt of ariobarzanes,-367,-362,40.7,27.5,,,https://en.wikipedia.org/wiki/Revolt_Of_Ariobarzanes,
revolt of artabazus,-356,-353,40.5,27.5,,,https://en.wikipedia.org/wiki/Revolt_Of_Artabazus,
revolt of autophradates,-364,-360,37.5,27.9,,,https://en.wikipedia.org/wiki/Revolt_Of_Autophradates,
revolt of cyrus the younger,,,35.0,35.0,,,https://en.wikipedia.org/wiki/Revolt_Of_Cyrus_The_Younger,
revolt of datames,-372,-360,39.5,34.7,,,https://en.wikipedia.org/wiki/Revolt_Of_Datames,
revolt of eumenes,-321,-320,37.0,35.1,,,https://en.wikipedia.org/wiki/Revolt_Of_Eumenes,
revolt of hermias,-346,-342,37.5,27.5,,,https://en.wikipedia.org/wiki/Revolt_Of_Hermias,
revolt of hua clan,-522,-520,32.5,117.5,,,https://en.wikipedia.org/wiki/Revolt_Of_Hua_Clan,
revolt of inaros,-462,-450,31.5,31.5,,,https://en.wikipedia.org/wiki/Revolt_Of_Inaros,
revolt of khababash,-336,-336,32.5,32.5,,,https://en.wikipedia.org/wiki/Revolt_Of_Khababash,
revolt of luan,,,37.5,112.5,,,https://en.wikipedia.org/wiki/Revolt_Of_Luan,
revolt of lysimachus,,,42.5,24.0,,,https://en.wikipedia.org/wiki/Revolt_Of_Lysimachus,
revolt of mausolus,-364,-360,37.5,27.5,,,https://en.wikipedia.org/wiki/Revolt_Of_Mausolus,
revolt of orontes,-364,-360,40.1,42.0,,,https://en.wikipedia.org/wiki/Revolt_Of_Orontes,
revolt of pissuthnes,-420,-416,37.5,28.1,,,https://en.wikipedia.org/wiki/Revolt_Of_Pissuthnes,
revolt of ptolemy,,,30.0,27.5,,,https://en.wikipedia.org/wiki/Revolt_Of_Ptolemy,
revolt of wangzi tui,-676,-674,34.6,112.5,,,https://en.wikipedia.org/wiki/Revolt_Of_Wangzi_Tui,
revolt of wangzi zhao,-520,-516,33.7,112.5,,,https://en.wikipedia.org/wiki/Revolt_Of_Wangzi_Zhao,
rhegion,-622,-1,38.3,17.1,https://www.worldhistory.org/Rhegion/,,https://en.wikipedia.org/wiki/Rhegion,
rhodos,-320,-1,37.5,27.5,,,https://en.wikipedia.org/wiki/Rhodos,
roman ally,-306,-1,41.3,14.3,,,https://en.wikipedia.org/wiki/Roman_Ally,
roman latin colony,-496,-1,42.5,14.8,,,https://en.wikipedia.org/wiki/Roman_Latin_Colony,
roman republic,-509,-1,42.1,14.9,https://www.worldhistory.org/Roman_Republic/,,https://en.wikipedia.org/wiki/Roman_Republic,
rong,-770,-594,34.4,115.5,,,https://en.wikipedia.org/wiki/Rong,
rui,-771,-642,33.7,110.0,https://www.worldhistory.org/Rui/,,https://en.wikipedia.org/wiki/Rui,
ruo,-770,-622,32.5,112.5,,,https://en.wikipedia.org/wiki/Ruo,
ruo'ao revolt,-606,-604,32.5,112.5,,,https://en.wikipedia.org/wiki/Ruo'ao_Revolt,
rwanda,1990,,-2.5,30.0,,,https://en.wikipedia.org/wiki/Rwanda,
saba,-1100,-1,14.5,44.5,https://www.worldhistory.org/Saba/,,https://en.wikipedia.org/wiki/Saba,
sabines,-800,-438,42.5,15.0,,,https://en.wikipedia.org/wiki/Sabines,
sabini,-438,-290,42.5,15.0,,,https://en.wikipedia.org/wiki/Sabini,
saharan peoples,-2400,-1,22.9,8.1,,,https://en.wikipedia.org/wiki/Saharan_Peoples,
sakas,-750,-1,47.3,72.5,https://www.worldhistory.org/Sakas/,,https://en.wikipedia.org/wiki/Sakas,
sakya,-750,-480,27.5,82.5,,,https://en.wikipedia.org/wiki/Sakya,
salamis,-411,-380,34.8,32.9,https://www.worldhistory.org/Salamis/,,https://en.wikipedia.org/wiki/Salamis,
salva,-610,-600,27.5,77.5,,,https://en.wikipedia.org/wiki/Salva,
salwa,-610,-322,27.5,72.5,,,https://en.wikipedia.org/wiki/Salwa,
sambus,-330,-325,23.2,67.7,,,https://en.wikipedia.org/wiki/Sambus,
samian thalassocracy,-542,-522,37.5,27.1,,,https://en.wikipedia.org/wiki/Samian_Thalassocracy,
samnite ally,-326,-304,42.5,15.8,,,https://en.wikipedia.org/wiki/Samnite_Ally,
samnite confederation,-438,-268,42.5,15.0,,,https://en.wikipedia.org/wiki/Samnite_Confederation,
samnites,-800,-438,42.5,15.0,https://www.worldhistory.org/Samnites/,,https://en.wikipedia.org/wiki/Samnites,
samnium,-500,-438,42.5,15.0,https://www.worldhistory.org/Samnium/,,https://en.wikipedia.org/wiki/Samnium,
samoa,1990,,-12.5,-172.5,https://www.worldhistory.org/Samoa/,,https://en.wikipedia.org/wiki/Samoa,
samos,-386,-338,37.5,27.5,https://www.worldhistory.org/samos/,,https://en.wikipedia.org/wiki/Samos,
san marino,1990,,42.5,15.0,,,https://en.wikipedia.org/wiki/San_Marino,
sanxingdui culture,-1700,-1000,31.3,103.6,,,https://en.wikipedia.org/wiki/Sanxingdui_Culture,
sardinians,-1250,-510,40.1,8.3,,,https://en.wikipedia.org/wiki/Sardinians,
sattagydia,-610,-516,32.5,70.0,,,https://en.wikipedia.org/wiki/Sattagydia,
sattyaputas,-326,-1,12.5,75.0,,,https://en.wikipedia.org/wiki/Sattyaputas,
saurashtra,-610,-318,22.5,70.0,,,https://en.wikipedia.org/wiki/Saurashtra,
sauromatians,-550,-1,46.3,46.7,,,https://en.wikipedia.org/wiki/Sauromatians,
sauvira,-610,-516,27.5,67.5,,,https://en.wikipedia.org/wiki/Sauvira,
savanna peoples,-2400,-1,-20.0,-51.4,,,https://en.wikipedia.org/wiki/Savanna_Peoples,
savaras,-610,-430,17.5,82.5,,,https://en.wikipedia.org/wiki/Savaras,
scythia,-678,-1,41.9,39.4,https://www.worldhistory.org/Scythia/,,https://en.wikipedia.org/wiki/Scythia,
scythians,-1201,-1,46.6,58.0,https://www.worldhistory.org/Scythians/,,https://en.wikipedia.org/wiki/Scythians,
sea peoples,-1205,-1180,35.4,31.4,https://www.worldhistory.org/Sea_Peoples/,,https://en.wikipedia.org/wiki/Sea_Peoples,
sealand,-1734,-1440,32.5,45.6,,,https://en.wikipedia.org/wiki/Sealand,
second athenian league,-376,-338,39.1,24.4,,,https://en.wikipedia.org/wiki/Second_Athenian_League,
seleucid ally,-282,-1,38.5,27.8,,,https://en.wikipedia.org/wiki/Seleucid_Ally,
seleucid kingdom,-306,-1,35.6,42.6,,,https://en.wikipedia.org/wiki/Seleucid_Kingdom,
semitic nomads,-2400,-1000,24.2,47.1,,,https://en.wikipedia.org/wiki/Semitic_Nomads,
senegal,1990,,15.0,-15.0,,,https://en.wikipedia.org/wiki/Senegal,
seychelles,1990,,-7.5,52.5,,,https://en.wikipedia.org/wiki/Seychelles,
shang,-1750,-1104,34.6,114.3,https://www.worldhistory.org/Shang/,,https://en.wikipedia.org/wiki/Shang,
shang dynasty,-1600,-1044,35.8,113.4,https://www.worldhistory.org/Shang_Dynasty/,,https://en.wikipedia.org/wiki/Shang_Dynasty,
shanrong,-770,-282,40.1,117.2,,,https://en.wikipedia.org/wiki/Shanrong,
shao,-771,-688,32.5,107.5,,,https://en.wikipedia.org/wiki/Shao,
shen,-772,-688,33.2,109.7,https://www.worldhistory.org/Shen/,,https://en.wikipedia.org/wiki/Shen,
shen(2),-770,-507,32.5,115.0,https://www.worldhistory.org/Shen(2)/,,https://en.wikipedia.org/wiki/Shen(2),
shi,-770,-560,34.9,117.5,https://www.worldhistory.org/Shi/,,https://en.wikipedia.org/wiki/Shi,
shimashki,-2214,-1970,29.9,53.0,,,https://en.wikipedia.org/wiki/Shimashki,
shinuhtu,-827,-718,37.5,35.0,,,https://en.wikipedia.org/wiki/Shinuhtu,
shu,-1075,-316,30.4,105.7,https://www.worldhistory.org/Shu/,,https://en.wikipedia.org/wiki/Shu,
shu bao,-770,-602,32.5,117.5,,,https://en.wikipedia.org/wiki/Shu_Bao,
shu jiu,-770,-602,32.5,117.5,,,https://en.wikipedia.org/wiki/Shu_Jiu,
shu long,-770,-602,32.5,117.5,,,https://en.wikipedia.org/wiki/Shu_Long,
shu yong,-770,-602,32.5,117.5,,,https://en.wikipedia.org/wiki/Shu_Yong,
shu(2),-770,-616,32.5,117.5,https://www.worldhistory.org/Shu(2)/,,https://en.wikipedia.org/wiki/Shu(2),
shubria,-735,-674,37.5,42.5,,,https://en.wikipedia.org/wiki/Shubria,
shurparaka,-610,-302,18.5,72.5,,,https://en.wikipedia.org/wiki/Shurparaka,
sicans,-1450,-409,37.5,13.1,,,https://en.wikipedia.org/wiki/Sicans,
sicelia,-461,-392,37.5,13.4,,,https://en.wikipedia.org/wiki/Sicelia,
sicels,-1000,-409,37.5,14.2,,,https://en.wikipedia.org/wiki/Sicels,
sicyon,-656,-446,37.5,22.5,https://www.worldhistory.org/Sicyon/,,https://en.wikipedia.org/wiki/Sicyon,
sidicini,-438,-334,42.5,15.0,,,https://en.wikipedia.org/wiki/Sidicini,
sierra leone,1990,,10.0,-12.5,,,https://en.wikipedia.org/wiki/Sierra_Leone,
sikanoi,-500,-405,37.5,12.5,,,https://en.wikipedia.org/wiki/Sikanoi,
sikeloi,-500,-440,37.5,15.0,,,https://en.wikipedia.org/wiki/Sikeloi,
simurrum,-2053,-1600,34.9,47.5,https://www.worldhistory.org/Simurrum/,,https://en.wikipedia.org/wiki/Simurrum,
sindhu,-610,-516,27.5,70.0,,,https://en.wikipedia.org/wiki/Sindhu,
singapore,1990,,2.5,102.5,https://www.worldhistory.org/Singapore/,,https://en.wikipedia.org/wiki/Singapore,
sinope,-323,-1,42.5,33.0,https://www.worldhistory.org/Sinope/,,https://en.wikipedia.org/wiki/Sinope,
sivi,-610,-544,27.5,67.5,,,https://en.wikipedia.org/wiki/Sivi,
slavs,-2050,-1,52.3,26.6,https://www.worldhistory.org/Slavs/,,https://en.wikipedia.org/wiki/Slavs,
sogdians,-1700,-532,38.3,68.9,https://www.worldhistory.org/Sogdians/,,https://en.wikipedia.org/wiki/Sogdians,
solomon islands,1990,,-10.0,162.5,,,https://en.wikipedia.org/wiki/Solomon_Islands,
song,-770,-286,33.8,116.1,https://www.worldhistory.org/Song/,,https://en.wikipedia.org/wiki/Song,
south china peoples,-2400,-1,30.2,112.8,,,https://en.wikipedia.org/wiki/South_China_Peoples,
spratly islands,1990,,10.0,115.0,,,https://en.wikipedia.org/wiki/Spratly_Islands,
st. kitts and nevis,1990,,17.5,-62.5,,,https://en.wikipedia.org/wiki/St._Kitts_And_Nevis,
st. lucia,1990,,12.5,-62.5,,,https://en.wikipedia.org/wiki/St._Lucia,
st. vincent and the grenadines,1990,,12.5,-62.5,,,https://en.wikipedia.org/wiki/St._Vincent_And_The_Grenadines,
stasis,-587,264,37.7,22.2,,,https://en.wikipedia.org/wiki/Stasis,
su,-770,-684,37.5,117.5,https://www.worldhistory.org/Su/,,https://en.wikipedia.org/wiki/Su,
subarctic peoples,-2400,-1,59.2,-110.3,,,https://en.wikipedia.org/wiki/Subarctic_Peoples,
subartum,-1742,-1616,37.5,42.5,,,https://en.wikipedia.org/wiki/Subartum,
succession struggle,-786,-352,36.3,88.3,,,https://en.wikipedia.org/wiki/Succession_Struggle,
suhma,-610,-346,22.5,87.5,,,https://en.wikipedia.org/wiki/Suhma,
suhne,-931,-864,37.5,42.5,,,https://en.wikipedia.org/wiki/Suhne,
